index,psnr,ssim,lpips
215,33.857169393375635,0.8597347891650875,0.13436153531074524
216,38.40246160013976,0.9063341056967088,0.19098873436450958
217,38.03514010558976,0.9288915087356154,0.08866538852453232
218,34.56015368189723,0.9311085045190449,0.1018601506948471
219,32.14113319777717,0.7482401858885082,0.19367022812366486
220,34.92138023604519,0.9268049765829643,0.0701155886054039
221,31.38387440061952,0.6848487567191412,0.2608323097229004
222,37.95106100312438,0.8971923612005793,0.23706457018852234
223,32.12920338808193,0.9000744008746637,0.05375707149505615
224,34.95228136790773,0.8303618495100666,0.30394524335861206
225,34.51123624168844,0.8629753728173782,0.11057452857494354
226,30.244536148687242,0.7939171274381369,0.22357912361621857
227,31.889402582880116,0.8574742412023214,0.09533306211233139
228,32.17041338041459,0.9316846211216777,0.08990928530693054
229,32.142523316347614,0.9257480987174448,0.029912494122982025
230,31.625945089514836,0.813245832826404,0.21894487738609314
231,30.960700611110795,0.8967048816392343,0.0590943768620491
232,36.118659915089296,0.9025075419129468,0.1536751389503479
233,39.158102572806015,0.9618734110384617,0.03286940976977348
234,33.50225353764868,0.9094388404337361,0.06388109922409058
235,32.49162765341274,0.9104712688188855,0.051093053072690964
236,32.092789717259144,0.8078904779062004,0.21293824911117554
237,32.449484328453735,0.9122465944744272,0.04485732316970825
238,35.227323070146774,0.8636907365324675,0.2143809050321579
239,30.97218794590017,0.816382720148782,0.11315938085317612
240,34.04507957160273,0.8562112208817032,0.18982553482055664
241,32.990472235287164,0.7646428195507865,0.14594674110412598
242,30.84006567439264,0.8083338885423247,0.19571250677108765
243,37.871930179724274,0.9174637078181712,0.16589267551898956
244,30.98999215944806,0.8182822782811502,0.18201309442520142
245,38.76781204072768,0.9362650940167795,0.07607392966747284
246,38.27309173771853,0.9047013271226753,0.20073479413986206
247,39.65487407600803,0.9789299800002516,0.00817670114338398
248,39.890473850467416,0.9657617549197375,0.027471911162137985
249,33.19920047415222,0.8316980639814261,0.06661976128816605
250,40.096443903917134,0.965753481643251,0.025583498179912567
251,38.61099791588579,0.9411170623897789,0.07551002502441406
252,35.06055244763621,0.8908233307548533,0.16854174435138702
253,33.92554560448677,0.8564955212912974,0.08534155786037445
254,37.42317065509321,0.9167031587751149,0.04054208844900131
255,31.897382524851285,0.856180986100657,0.09109804034233093
256,33.153663488024165,0.8304279107807444,0.19948190450668335
257,33.851034685237536,0.8843394635498444,0.07582427561283112
258,29.976048368366726,0.8178057975126688,0.17620298266410828
259,32.165813642612484,0.7643343361398663,0.1877848207950592
260,30.33513797687306,0.8013758850185405,0.20814059674739838
261,36.45087737208139,0.8891029982023188,0.23935067653656006
262,29.84244938559085,0.8084185180362863,0.1834786832332611
263,33.323091260595675,0.8362703544570191,0.16497620940208435
264,30.789225896797188,0.8487374652482926,0.14813020825386047
265,32.1530573860666,0.857475430346042,0.09611745178699493
266,34.135247411120226,0.9077658982204695,0.06982421875
267,30.933621850385165,0.8970937148792167,0.06070519983768463
268,40.60238281802445,0.9706226303247544,0.023639656603336334
269,32.55102855272844,0.7714013033260438,0.19799764454364777
270,34.95829292878458,0.830073718938832,0.332849383354187
271,36.942186467092476,0.8839976699805897,0.2268124520778656
272,34.18888075886088,0.8870605981511859,0.15207703411579132
273,33.030636484566266,0.8750109270724994,0.08955369889736176
274,29.84831153480476,0.8107687180740726,0.18623608350753784
275,33.97784288348257,0.9016515484594899,0.09558229893445969
276,33.06789035376723,0.7768425794719908,0.14343811571598053
277,34.20888501209186,0.8480703517519145,0.24814993143081665
278,31.86385945669958,0.821342381171991,0.1441279500722885
279,33.149540644069006,0.7775436205245052,0.13491392135620117
280,32.78907701785184,0.8306443965325384,0.17093557119369507
281,40.88048027241954,0.967761872992661,0.023898880928754807
282,33.94906026041253,0.8942953279597989,0.07235504686832428
283,34.40135019220249,0.8483483920870407,0.1776062697172165
284,31.00430821914308,0.8063238236460005,0.20348894596099854
285,33.749890945164445,0.9238673541748174,0.08902743458747864
286,32.950726961789776,0.8313120101348915,0.07235193997621536
287,31.005373862212235,0.8163311332934112,0.17548345029354095
288,40.53051169373536,0.9671394650441741,0.02551400102674961
